,Open Bid_x,Open Bid_y,Short Swap USDPLN,Long Swap USDPLN,open_1
2012-08-06,0.08,1.59,0.0001007226738934,-0.0001234567901234,6.72048
2012-08-07,0.12,1.59,0.0001039351851851,-0.0001180555555555,6.69732
2012-08-08,0.12,1.59,0.0003118055555555,-0.0003541666666666,6.71291
2012-08-09,0.12,1.54,0.0001039351851851,-0.0001180555555555,6.68603
2012-08-10,0.2,1.54,9.755555555555554e-05,-0.0001074074074074,6.69566
2012-08-11,0.12,1.6,0.0001018518518518,-0.0001185515873015,6.69566
2012-08-12,0.17,1.55,9.94990892531876e-05,-0.0001122981956315,6.69566
2012-08-13,0.2,1.54,9.755555555555554e-05,-0.0001074074074074,6.66201
2012-08-14,0.12,1.54,0.0001041666666666,-0.0001185515873015,6.69337
2012-08-15,0.12,1.54,0.0003152777777777,-0.0003876488095238,6.70283
2012-08-16,0.12,1.54,0.0001018518518518,-0.0001160714285714,6.69667
2012-08-17,0.12,1.54,0.0001030092592592,-0.0001173115079365,6.70035
2012-08-18,0.12,1.6,0.0001018518518518,-0.0001185515873015,6.70035
2012-08-19,0.13,1.52,9.869015356820236e-05,-0.0001172566371681,6.70035
2012-08-20,0.2,1.54,9.666666666666664e-05,-0.0001064814814814,6.65684
2012-08-21,0.2,1.54,9.666666666666664e-05,-0.0001064814814814,6.66762
2012-08-22,0.12,1.54,0.00030625,-0.0003489583333333,6.67657
2012-08-23,0.12,1.54,0.0001041666666666,-0.0001185515873015,6.62804
2012-08-24,0.12,1.53,0.0001023148148148,-0.0001165674603174,6.59878
2012-08-25,0.12,1.6,0.0001074074074074,-0.0001321924603174,6.59878
2012-08-26,0.17,1.45,9.972677595628414e-05,-0.0001122981956315,6.59878
2012-08-27,0.2,1.52,9.666666666666664e-05,-0.0001064814814814,6.60315
2012-08-28,0.12,1.52,0.0001030092592592,-0.0001173115079365,6.59069
2012-08-29,0.12,1.52,0.0003090277777777,-0.0003519345238095,6.63138
2012-08-30,0.12,1.52,0.0001030092592592,-0.0001173115079365,6.65069
2012-08-31,0.12,1.52,0.0001018518518518,-0.0001160714285714,6.67033
2012-09-01,0.12,1.54,0.0001013888888888,-0.0001175595238095,6.67033
2012-09-02,0.17,1.45,9.972677595628414e-05,-0.0001122981956315,6.67033
2012-09-03,0.2,1.52,9.8e-05,-0.0001078703703703,6.62296
2012-09-04,0.12,1.52,0.0001018518518518,-0.0001185515873015,6.67492
2012-09-05,0.12,1.49,0.0003055555555555,-0.0003556547619047,6.7272
2012-09-06,0.12,1.43,0.0001018518518518,-0.0001185515873015,6.72305
2012-09-07,0.12,1.39,0.0001018518518518,-0.0001185515873015,6.74543
2012-09-08,0.12,1.4,0.0001018518518518,-0.0001185515873015,6.74543
2012-09-09,0.17,1.4,9.972677595628414e-05,-0.0001122981956315,6.74543
2012-09-10,0.15,1.39,0.0001018518518518,-0.0001147342995169,6.61001
2012-09-11,0.12,1.32,0.0001018518518518,-0.0001185515873015,6.62622
2012-09-12,0.12,1.32,0.0003076388888888,-0.0003504464285714,6.59322
2012-09-13,0.12,1.31,0.0001032407407407,-0.0001175595238095,6.55981
2012-09-14,0.11,1.31,0.0001036414565826,-0.0001181181181181,6.56255
2012-09-15,0.11,1.25,0.0001069094304388,-0.0001318818818818,6.56255
2012-09-16,0.17,1.28,9.972677595628414e-05,-0.0001122981956315,6.56255
2012-09-17,0.2,1.31,9.755555555555554e-05,-0.0001071759259259,6.5538
2012-09-18,0.11,1.34,0.0001038748832866,-0.0001183683683683,6.58042
2012-09-19,0.11,1.27,0.0003123249299719,-0.0003558558558558,6.55791
2012-09-20,0.11,1.24,0.0001034080298786,-0.0001178678678678,6.53513
2012-09-21,0.11,1.25,0.0001036414565826,-0.0001181181181181,6.51814
2012-09-22,0.11,1.25,0.0001085434173669,-0.0001333833833833,6.51814
2012-09-23,0.17,1.2,9.972677595628414e-05,-0.0001122981956315,6.51814
2012-09-24,0.2,1.25,9.666666666666664e-05,-0.0001087962962962,6.57209
2012-09-25,0.11,1.25,0.0001036414565826,-0.0001181181181181,6.56711
2012-09-26,0.11,1.27,0.0003207282913165,-0.0003776276276276,6.5694
2012-09-27,0.11,1.29,0.0001038748832866,-0.0001183683683683,6.58532
2012-09-28,0.11,1.29,0.0001038748832866,-0.0001183683683683,6.51603
2012-09-29,0.11,1.31,0.0001029411764705,-0.0001198698698698,6.51603
2012-09-30,0.17,1.2,9.972677595628414e-05,-0.0001122981956315,6.51603
2012-10-01,0.16,1.28,0.0001045197740112,-0.0001115900383141,6.57749
2012-10-02,0.11,1.27,0.0001027077497665,-0.0001171171171171,6.58896
2012-10-03,0.11,1.27,0.0003095238095238,-0.0003528528528528,6.62834
2012-10-04,0.11,1.27,0.0001029411764705,-0.0001173673673673,6.67844
2012-10-05,0.11,1.27,0.0001036414565826,-0.0001181181181181,6.62012
2012-10-06,0.11,1.3,0.0001064425770308,-0.0001256256256256,6.62012
2012-10-07,0.17,1.22,0.0001031420765027,-0.0001177587844254,6.62012
2012-10-08,0.2,1.27,9.666666666666664e-05,-0.0001064814814814,6.61537
2012-10-09,0.1,1.27,0.0001040489642184,-0.0001212121212121,6.62471
2012-10-10,0.1,1.26,0.0003163841807909,-0.000360606060606,6.70902
2012-10-11,0.1,1.26,0.0001054613935969,-0.000120202020202,6.68801
2012-10-12,0.1,1.26,0.0001045197740112,-0.0001191919191919,6.70116
2012-10-13,0.1,1.28,0.0001092278719397,-0.0001335858585858,6.70116
2012-10-14,0.17,1.2,0.0001047358834244,-0.0001239316239316,6.70116
2012-10-15,0.2,1.26,9.77777777777778e-05,-0.0001076388888888,6.71219
2012-10-16,0.1,1.26,0.0001137005649717,-0.0001267676767676,6.64943
2012-10-17,0.1,1.26,0.0003121468926553,-0.0003560606060606,6.59585
2012-10-18,0.1,1.26,0.0001085216572504,-0.0001267676767676,6.59675
2012-10-19,0.1,1.26,0.0001042843691148,-0.0001189393939393,6.56239
2012-10-20,0.1,1.28,0.0001040489642184,-0.0001199494949494,6.56239
2012-10-21,0.2,1.2,9.666666666666664e-05,-0.0001076388888888,6.56239
2012-10-22,0.16,1.26,0.000102165725047,-0.0001115900383141,6.5718
2012-10-23,0.1,1.25,0.000103813559322,-0.0001184343434343,6.59959
2012-10-24,0.1,1.25,0.0003114406779661,-0.000355303030303,6.63935
2012-10-25,0.1,1.25,0.0001042843691148,-0.0001189393939393,6.67561
2012-10-26,0.1,1.25,0.0001016949152542,-0.0001186868686868,6.71376
2012-10-27,0.13,1.2,9.80126467931346e-05,-0.0001231563421828,6.71376
2012-10-28,0.15,1.25,9.6e-05,-0.0001205314009661,6.71376
2012-10-29,0.12,1.25,0.0001042843691148,-0.0001163194444444,6.70484
2012-10-30,0.1,1.25,0.0001019303201506,-0.0001186868686868,6.68026
2012-10-31,0.1,1.25,0.0003156779661016,-0.0003598484848484,6.63569
2012-11-01,0.1,1.25,0.0001061676082862,-0.0001292929292929,6.62374
2012-11-02,0.1,1.25,0.0001040489642184,-0.0001186868686868,6.66832
2012-11-03,0.1,1.25,0.0001056967984934,-0.0001300505050505,6.66832
2012-11-04,0.15,1.25,9.82222222222222e-05,-0.0001231884057971,6.66832
2012-11-05,0.15,1.25,9.644444444444444e-05,-0.0001120772946859,6.70418
2012-11-06,0.13,1.25,9.778681120144536e-05,-0.0001138151425762,6.69037
2012-11-07,0.1,1.25,0.0002987288135593,-0.0003560606060606,6.66287
2012-11-08,0.1,1.25,0.0001019303201506,-0.0001164141414141,6.69389
2012-11-09,0.1,1.25,0.0001002824858757,-0.0001146464646464,6.66126
2012-11-10,0.1,1.25,0.0001005178907721,-0.0001148989898989,6.66126
2012-11-11,0.15,1.25,9.244444444444446e-05,-0.0001125603864734,6.66126
2012-11-12,0.15,1.25,9.355555555555556e-05,-0.0001089371980676,6.73071
2012-11-13,0.1,1.26,9.839924670433146e-05,-0.0001186868686868,6.77489
2012-11-14,0.15,1.25,0.0002806666666666,-0.0003268115942028,6.7766
2012-11-15,0.1,1.25,0.0001007532956685,-0.0001151515151515,6.78547
2012-11-16,0.1,1.25,0.0001007532956685,-0.0001151515151515,6.76414
2012-11-17,0.1,1.25,0.0001040489642184,-0.0001285353535353,6.76414
2012-11-18,0.15,1.25,9.666666666666664e-05,-0.0001217391304347,6.76414
2012-11-19,0.2,1.25,9.355555555555556e-05,-0.0001032407407407,6.78095
2012-11-20,0.1,1.25,0.0001005178907721,-0.0001148989898989,6.73654
2012-11-21,0.1,1.25,0.0003015536723163,-0.0003446969696969,6.79247
2012-11-22,0.1,1.25,0.0001040489642184,-0.0001212121212121,6.70986
2012-11-23,0.1,1.25,0.0001028719397363,-0.0001186868686868,6.67321
2012-11-24,0.1,1.25,0.0001042843691148,-0.0001280303030303,6.67321
2012-11-25,0.15,1.25,9.711111111111111e-05,-0.0001210144927536,6.67321
2012-11-26,0.2,1.25,9.577777777777776e-05,-0.0001067129629629,6.62524
2012-11-27,0.1,1.25,0.0001052259887005,-0.0001212121212121,6.59044
2012-11-28,0.1,1.25,0.0003156779661016,-0.0003636363636363,6.693
2012-11-29,0.1,1.26,0.0001052259887005,-0.0001212121212121,6.64567
2012-11-30,0.1,1.26,0.0001016949152542,-0.0001174242424242,6.65459
2012-12-01,0.1,1.25,9.81638418079096e-05,-0.0001161616161616,6.65459
2012-12-02,0.15,1.25,9.111111111111108e-05,-0.0001099033816425,6.65459
2012-12-03,0.15,1.26,9.934086629001884e-05,-0.0001086956521739,6.63284
2012-12-04,0.1,1.26,9.934086629001884e-05,-0.0001148989898989,6.63436
2012-12-05,0.1,1.26,0.0002909604519774,-0.0003371212121212,6.58292
2012-12-06,0.1,1.26,9.580979284369116e-05,-0.0001111111111111,6.59743
2012-12-07,0.1,1.26,9.69868173258004e-05,-0.0001123737373737,6.63085
2012-12-08,0.1,1.25,9.81638418079096e-05,-0.0001136363636363,6.63085
2012-12-09,0.15,1.25,9.111111111111108e-05,-0.0001074879227053,6.63085
2012-12-10,0.15,1.26,9.439736346516008e-05,-0.0001024154589371,6.68725
2012-12-11,0.1,1.26,9.81638418079096e-05,-0.0001136363636363,6.68305
2012-12-12,0.1,1.26,0.00029802259887,-0.0003446969696969,6.64351
2012-12-13,0.1,1.25,9.81638418079096e-05,-0.0001148989898989,6.67602
2012-12-14,0.1,1.25,9.934086629001884e-05,-0.0001161616161616,6.66226
2012-12-15,0.1,1.25,9.227871939736346e-05,-0.0001136363636363,6.66226
2012-12-16,0.15,1.25,8.555555555555556e-05,-0.0001074879227053,6.66226
2012-12-17,0.15,1.23,8.555555555555556e-05,-0.0001074879227053,6.67202
2012-12-18,0.1,1.23,9.227871939736346e-05,-0.0001085858585858,6.65474
2012-12-19,0.1,1.12,0.0002782485875706,-0.0003272727272727,6.58921
2012-12-20,0.1,1.08,9.580979284369116e-05,-0.0001123737373737,6.54673
2012-12-21,0.1,1.05,9.69868173258004e-05,-0.0001136363636363,6.52587
2012-12-22,0.1,1.0,9.180790960451978e-05,-0.0001133838383838,6.52587
2012-12-23,0.15,1.0,8.511111111111112e-05,-0.0001072463768115,6.52587
2012-12-24,0.15,1.07,8.666666666666667e-05,-0.0001038647342995,6.5534
2012-12-25,0.1,1.0,9.39265536723164e-05,-0.0001103535353535,6.5534
2012-12-26,0.15,1.07,0.0002566666666666,-0.0003224637681159,6.54711
2012-12-27,0.1,1.07,9.39265536723164e-05,-0.0001103535353535,6.50426
2012-12-28,0.1,1.07,9.580979284369116e-05,-0.0001123737373737,6.49734
2012-12-29,0.1,1.0,9.463276836158196e-05,-0.0001098484848484,6.49734
2012-12-30,0.15,1.0,8.777777777777778e-05,-0.0001038647342995,6.49734
2012-12-31,0.15,1.07,8.777777777777778e-05,-0.0001038647342995,6.50951
2013-01-01,0.1,1.0,9.133709981167608e-05,-0.0001050505050505,6.50951
2013-01-02,0.15,1.07,0.0002777777777777,-0.0003115942028985,6.45896
2013-01-03,0.1,1.07,9.580979284369116e-05,-0.0001123737373737,6.50682
2013-01-04,0.15,1.05,9.25925925925926e-05,-0.0001038647342995,6.53499
2013-01-05,0.1,1.0,8.757062146892658e-05,-0.0001060606060606,6.53499
2013-01-06,0.15,1.0,8.111111111111112e-05,-0.0001002415458937,6.53499
2013-01-07,0.15,1.05,8.444444444444446e-05,-0.0001014492753623,6.5457
2013-01-08,0.1,1.05,9.110169491525424e-05,-0.0001060606060606,6.49621
2013-01-09,0.1,1.05,0.0002662429378531,-0.000310606060606,6.55617
2013-01-10,0.1,1.05,8.87476459510358e-05,-0.0001035353535353,6.56795
2013-01-11,0.1,1.05,8.639359698681733e-05,-0.0001047979797979,6.48799
2013-01-12,0.1,1.0,8.757062146892658e-05,-0.0001060606060606,6.48799
2013-01-13,0.15,1.0,8.155555555555555e-05,-9.589371980676328e-05,6.48799
2013-01-14,0.15,1.05,8.222222222222223e-05,-0.0001014492753623,6.44784
2013-01-15,0.1,1.05,8.168549905838042e-05,-9.974747474747472e-05,6.45473
2013-01-16,0.1,1.05,0.0002556497175141,-0.0002992424242424,6.49295
2013-01-17,0.1,1.05,8.521657250470809e-05,-9.974747474747472e-05,6.50151
2013-01-18,0.1,1.05,8.639359698681733e-05,-0.0001010101010101,6.49302
2013-01-19,0.09,1.05,8.52326685660019e-05,-0.0001037206931702,6.49302
2013-01-20,0.15,1.05,7.8e-05,-9.685990338164254e-05,6.49302
2013-01-21,0.15,1.04,7.777777777777778e-05,-9.661835748792272e-05,6.51077
2013-01-22,0.09,1.04,8.855650522317189e-05,-0.000104740061162,6.50245
2013-01-23,0.09,1.04,0.0002656695156695,-0.0003065749235474,6.5119
2013-01-24,0.09,1.02,8.879392212725547e-05,-0.0001024464831804,6.51811
2013-01-25,0.09,1.02,8.974358974358974e-05,-0.000104740061162,6.49082
2013-01-26,0.09,0.97,8.499525166191835e-05,-0.0001034658511722,6.49082
2013-01-27,0.15,0.97,7.777777777777778e-05,-9.661835748792272e-05,6.49082
2013-01-28,0.15,1.02,8.133333333333332e-05,-9.56521739130435e-05,6.45761
2013-01-29,0.09,1.0,8.855650522317189e-05,-0.0001034658511722,6.40932
2013-01-30,0.09,1.0,0.000272792022792,-0.0003180428134556,6.36274
2013-01-31,0.09,1.0,9.330484330484327e-05,-0.0001085626911314,6.343
2013-02-01,0.09,1.0,8.974358974358974e-05,-0.000104740061162,6.33714
2013-02-02,0.09,0.97,8.499525166191835e-05,-0.0001034658511722,6.33714
2013-02-03,0.15,0.97,7.777777777777778e-05,-9.661835748792272e-05,6.33714
2013-02-04,0.15,1.0,7.977777777777778e-05,-9.396135265700484e-05,6.32073
2013-02-05,0.09,1.0,8.974358974358974e-05,-0.000104740061162,6.33383
2013-02-06,0.09,1.0,0.0002578347578347,-0.0002981651376146,6.31806
2013-02-07,0.09,1.0,8.262108262108263e-05,-9.70948012232416e-05,6.3579
2013-02-08,0.09,1.0,8.262108262108263e-05,-9.70948012232416e-05,6.40411
2013-02-09,0.09,0.97,8.143399810066477e-05,-9.70948012232416e-05,6.40411
2013-02-10,0.15,0.97,7.444444444444443e-05,-9.057971014492754e-05,6.40411
2013-02-11,0.15,1.0,7.555555555555556e-05,-9.057971014492754e-05,6.43415
2013-02-12,0.15,0.97,7.555555555555556e-05,-9.057971014492754e-05,6.39557
2013-02-13,0.15,0.96,0.0002266666666666,-0.0002717391304347,6.35746
2013-02-14,0.09,0.96,8.380816714150049e-05,-9.83690112130479e-05,6.28545
2013-02-15,0.09,0.96,8.262108262108263e-05,-9.70948012232416e-05,6.32421
2013-02-16,0.09,0.97,8.143399810066477e-05,-9.70948012232416e-05,6.32421
2013-02-17,0.15,0.97,7.555555555555556e-05,-8.937198067632851e-05,6.32421
2013-02-18,0.15,0.96,7.444444444444443e-05,-9.057971014492754e-05,6.33098
2013-02-19,0.09,0.96,8.143399810066477e-05,-9.582059123343528e-05,6.34281
2013-02-20,0.12,0.96,0.0002233333333333,-0.0002775297619047,6.29745
2013-02-21,0.09,0.96,8.19088319088319e-05,-9.63302752293578e-05,6.34948
2013-02-22,0.09,0.97,8.095916429249764e-05,-9.531090723751272e-05,6.40774
2013-02-23,0.12,0.97,7.444444444444443e-05,-9.375e-05,6.40774
2013-02-24,0.12,0.97,7.444444444444443e-05,-9.375e-05,6.40774
2013-02-25,0.12,0.97,7.555555555555556e-05,-9.375e-05,6.40686
2013-02-26,0.09,0.97,8.380816714150049e-05,-9.83690112130479e-05,6.47373
2013-02-27,0.12,0.97,0.0002286666666666,-0.0002834821428571,6.45957
2013-02-28,0.09,0.99,8.285849952516621e-05,-9.734964322120286e-05,6.42703
2013-03-01,0.09,0.99,8.024691358024692e-05,-9.582059123343528e-05,6.44838
2013-03-02,0.09,1.0,8.024691358024692e-05,-9.582059123343528e-05,6.44838
2013-03-03,0.12,1.0,7.333333333333332e-05,-9.250992063492064e-05,6.44838
2013-03-04,0.12,0.99,7.444444444444443e-05,-9.250992063492064e-05,6.42647
2013-03-05,0.09,0.99,8.143399810066477e-05,-9.582059123343528e-05,6.40969
2013-03-06,0.09,0.99,0.0002407407407407,-0.0002836391437308,6.37395
2013-03-07,0.09,0.99,7.193732193732196e-05,-8.690112130479101e-05,6.40629
2013-03-08,0.09,0.99,7.193732193732196e-05,-8.690112130479101e-05,6.33291
2013-03-09,0.09,1.05,7.07502374169041e-05,-8.562691131498471e-05,6.33291
2013-03-10,0.12,1.05,6.444444444444446e-05,-8.258928571428572e-05,6.33291
2013-03-11,0.12,0.99,6.444444444444446e-05,-8.258928571428572e-05,6.3996
2013-03-12,0.09,0.99,7.07502374169041e-05,-8.562691131498471e-05,6.39435
2013-03-13,0.09,1.0,0.0002158119658119,-0.0002568807339449,6.32799
2013-03-14,0.09,1.0,7.193732193732196e-05,-8.562691131498471e-05,6.42291
2013-03-15,0.12,1.0,6.555555555555557e-05,-8.258928571428572e-05,6.42521
2013-03-16,0.09,1.0,7.07502374169041e-05,-8.562691131498471e-05,6.42521
2013-03-17,0.12,1.0,6.511111111111111e-05,-8.085317460317459e-05,6.42521
2013-03-18,0.12,0.99,6.444444444444446e-05,-8.134920634920634e-05,6.44918
2013-03-19,0.09,0.99,6.956315289648623e-05,-8.307849133537205e-05,6.4312
2013-03-20,0.09,0.99,0.0002122507122507,-0.0002530581039755,6.46535
2013-03-21,0.09,1.01,6.956315289648623e-05,-8.307849133537205e-05,6.45789
2013-03-22,0.09,1.0,7.07502374169041e-05,-8.435270132517839e-05,6.4811
2013-03-23,0.09,0.98,7.07502374169041e-05,-8.562691131498471e-05,6.4811
2013-03-24,0.12,0.98,6.444444444444446e-05,-8.258928571428572e-05,6.4811
2013-03-25,0.12,1.0,6.6e-05,-8.308531746031746e-05,6.45387
2013-03-26,0.09,1.0,7.312440645773981e-05,-8.690112130479101e-05,6.51626
2013-03-27,0.09,1.02,0.0002179487179487,-0.0002591743119266,6.49268
2013-03-28,0.09,1.01,7.027540360873695e-05,-8.384301732925585e-05,6.52725
2013-03-29,0.09,0.98,7.193732193732196e-05,-8.435270132517839e-05,6.51222
2013-03-30,0.12,0.98,6.444444444444446e-05,-8.258928571428572e-05,6.51222
2013-03-31,0.12,0.98,6.444444444444446e-05,-8.258928571428572e-05,6.51222
2013-04-01,0.15,1.03,5.825041459369818e-05,-7.971014492753625e-05,6.53912
2013-04-02,0.09,1.03,7.193732193732196e-05,-8.435270132517839e-05,6.49823
2013-04-03,0.09,1.03,0.0002086894586894,-0.0002492354740061,6.49066
2013-04-04,0.09,1.0,7.027540360873695e-05,-8.384301732925585e-05,6.51127
2013-04-05,0.09,0.99,6.956315289648623e-05,-8.307849133537205e-05,6.52144
2013-04-06,0.09,0.98,7.07502374169041e-05,-8.562691131498471e-05,6.52144
2013-04-07,0.17,0.98,6.671220400728598e-05,-7.78727445394112e-05,6.52144
2013-04-08,0.06,0.99,6.444444444444446e-05,-8.752620545073374e-05,6.44712
2013-04-09,0.09,0.99,7.193732193732196e-05,-8.562691131498471e-05,6.39991
2013-04-10,0.09,0.99,0.0002158119658119,-0.0002568807339449,6.38451
2013-04-11,0.09,1.0,7.14624881291548e-05,-8.511722731906218e-05,6.40215
2013-04-12,0.09,0.99,7.07502374169041e-05,-8.435270132517839e-05,6.3419
2013-04-13,0.09,0.95,6.956315289648623e-05,-8.435270132517839e-05,6.3419
2013-04-14,0.13,0.95,6.48148148148148e-05,-8.038348082595871e-05,6.3419
2013-04-15,0.09,1.0,6.956315289648623e-05,-8.307849133537205e-05,6.3839
2013-04-16,0.09,1.01,6.837606837606838e-05,-8.180428134556575e-05,6.413
2013-04-17,0.09,0.99,0.0002086894586894,-0.0002492354740061,6.36687
2013-04-18,0.09,1.01,6.956315289648623e-05,-8.307849133537205e-05,6.50774
2013-04-19,0.09,1.0,6.956315289648623e-05,-8.307849133537205e-05,6.52157
2013-04-20,0.09,0.95,7.003798670465337e-05,-8.231396534148827e-05,6.52157
2013-04-21,0.17,0.95,6.557377049180328e-05,-7.668566001899336e-05,6.52157
2013-04-22,0.09,0.99,6.837606837606838e-05,-8.180428134556575e-05,6.52291
2013-04-23,0.09,0.98,6.718898385565054e-05,-8.053007135575943e-05,6.552
2013-04-24,0.09,0.97,0.0002015669515669,-0.0002415902140672,6.64073
2013-04-25,0.09,0.98,6.481481481481482e-05,-7.79816513761468e-05,6.59466
2013-04-26,0.09,0.98,6.481481481481482e-05,-7.79816513761468e-05,6.5914
2013-04-27,0.09,0.94,6.718898385565054e-05,-8.307849133537205e-05,6.5914
2013-04-28,0.17,1.0,6.329690346083789e-05,-7.597340930674265e-05,6.5914
2013-04-29,0.09,0.99,6.433998100664768e-05,-7.747196738022424e-05,6.55062
2013-04-30,0.09,1.02,6.481481481481482e-05,-7.79816513761468e-05,6.5501
2013-05-01,0.09,1.03,0.0001908831908831,-0.0002538226299694,6.48416
2013-05-02,0.13,1.03,6.0298102981029816e-05,-7.423795476892824e-05,6.46787
2013-05-03,0.09,0.95,6.41025641025641e-05,-7.721712538226299e-05,6.52709
2013-05-04,0.09,0.97,6.244064577397911e-05,-7.543323139653414e-05,6.52709
2013-05-05,0.17,0.97,6.329690346083789e-05,-7.54985754985755e-05,6.52709
2013-05-06,0.09,1.02,6.718898385565054e-05,-8.690112130479101e-05,6.4969
2013-05-07,0.09,1.02,6.362773029439697e-05,-7.670744138634045e-05,6.5476
2013-05-08,0.09,1.02,0.0001930199430199,-0.0002324159021406,6.5242
2013-05-09,0.09,1.02,6.481481481481482e-05,-7.79816513761468e-05,6.49424
2013-05-10,0.13,1.02,5.8265582655826566e-05,-7.202556538839726e-05,6.5455
2013-05-11,0.09,0.94,6.125356125356126e-05,-8.307849133537205e-05,6.5455
2013-05-12,0.17,1.0,5.760473588342441e-05,-7.54985754985755e-05,6.5455
2013-05-13,0.15,1.01,5.777777777777778e-05,-7.125603864734299e-05,6.6168
2013-05-14,0.09,1.01,6.41025641025641e-05,-7.721712538226299e-05,6.58799
2013-05-15,0.09,1.01,0.0001915954415954,-0.0002308868501529,6.66252
2013-05-16,0.09,1.01,6.362773029439697e-05,-7.670744138634045e-05,6.66877
2013-05-17,0.09,1.01,6.433998100664768e-05,-7.747196738022424e-05,6.6752
2013-05-18,0.09,0.97,6.481481481481482e-05,-7.79816513761468e-05,6.6752
2013-05-19,0.15,0.97,5.555555555555556e-05,-7.729468599033817e-05,6.6752
2013-05-20,0.15,1.01,5.666666666666667e-05,-7.608695652173914e-05,6.68771
2013-05-21,0.09,1.0,6.433998100664768e-05,-7.747196738022424e-05,6.64778
2013-05-22,0.09,1.0,0.0001944444444444,-0.0002339449541284,6.61504
2013-05-23,0.09,1.0,6.600189933523269e-05,-7.925586136595312e-05,6.6481
2013-05-24,0.09,1.0,6.481481481481482e-05,-7.79816513761468e-05,6.6498
2013-05-25,0.26,0.98,5.173876166242579e-05,-6.81216931216931e-05,6.6498
2013-05-26,0.15,1.0,5.555555555555556e-05,-7.729468599033817e-05,6.6498
2013-05-27,0.15,1.0,5.888888888888889e-05,-7.246376811594204e-05,6.6431
2013-05-28,0.09,0.99,6.481481481481482e-05,-7.79816513761468e-05,6.64498
2013-05-29,0.09,0.97,0.0001923076923076,-0.0002316513761467,6.71503
2013-05-30,0.09,0.99,6.362773029439697e-05,-7.670744138634045e-05,6.6317
2013-05-31,0.09,0.99,6.244064577397911e-05,-7.543323139653414e-05,6.56666
2013-06-01,0.09,1.02,6.125356125356126e-05,-8.307849133537205e-05,6.56666
2013-06-02,0.17,1.02,5.760473588342441e-05,-7.54985754985755e-05,6.56666
2013-06-03,0.12,0.97,5.533683289588801e-05,-7.886904761904761e-05,6.6141
2013-06-04,0.09,0.97,6.244064577397911e-05,-7.543323139653414e-05,6.54463
2013-06-05,0.09,0.96,0.0001837606837606,-0.0002224770642201,6.55408
2013-06-06,0.09,0.96,6.125356125356126e-05,-7.415902140672782e-05,6.58492
2013-06-07,0.09,0.96,6.0541310541310544e-05,-7.339449541284403e-05,6.5394
2013-06-08,0.09,0.99,5.531813865147199e-05,-7.543323139653414e-05,6.5394
2013-06-09,0.17,0.99,5.191256830601092e-05,-6.837606837606838e-05,6.5394
2013-06-10,0.09,0.94,6.125356125356126e-05,-7.415902140672782e-05,6.56592
2013-06-11,0.09,0.94,6.17283950617284e-05,-7.466870540265034e-05,6.5631
2013-06-12,0.09,0.99,0.0001837606837606,-0.0002224770642201,6.5477
2013-06-13,0.09,0.99,6.17283950617284e-05,-7.466870540265034e-05,6.51029
2013-06-14,0.09,1.0,5.959164292497627e-05,-7.237512742099897e-05,6.48412
2013-06-15,0.09,1.08,5.721747388414055e-05,-6.982670744138635e-05,6.48412
2013-06-16,0.17,1.08,5.191256830601092e-05,-6.837606837606838e-05,6.48412
2013-06-17,0.07,0.97,5.05249343832021e-05,-7.165109034267912e-05,6.44224
2013-06-18,0.09,0.97,5.76923076923077e-05,-7.033639143730888e-05,6.47915
2013-06-19,0.09,0.97,0.0001716524216524,-0.0002094801223241,6.45038
2013-06-20,0.09,0.97,5.650522317188983e-05,-6.906218144750254e-05,6.4782
2013-06-21,0.09,0.95,5.698005698005699e-05,-6.957186544342506e-05,6.54296
2013-06-22,0.09,0.99,5.531813865147199e-05,-7.543323139653414e-05,6.54296
2013-06-23,0.17,0.99,5.191256830601092e-05,-6.837606837606838e-05,6.54296
2013-06-24,0.07,0.95,4.877515310586176e-05,-7.736240913811006e-05,6.68834
2013-06-25,0.09,0.95,5.413105413105413e-05,-6.651376146788991e-05,6.75735
2013-06-26,0.09,0.95,0.0001659544159544,-0.000203363914373,6.71235
2013-06-27,0.09,0.95,5.413105413105413e-05,-6.651376146788991e-05,6.72737
2013-06-28,0.09,0.95,5.128205128205128e-05,-6.345565749235473e-05,6.72208
2013-06-29,0.09,1.01,5.056980056980058e-05,-7.543323139653414e-05,6.72208
2013-06-30,0.17,1.01,4.7358834244080144e-05,-6.837606837606838e-05,6.72208
2013-07-01,0.09,0.95,5.294396961063628e-05,-7.161060142711518e-05,6.6898
2013-07-02,0.09,0.95,4.819563152896488e-05,-6.01427115188583e-05,6.67156
2013-07-03,0.09,0.95,0.0001431623931623,-0.0001788990825688,6.72489
2013-07-04,0.09,0.95,5.056980056980058e-05,-6.269113149847094e-05,6.69403
2013-07-05,0.09,0.93,5.1756885090218426e-05,-7.033639143730888e-05,6.684
2013-07-06,0.09,0.96,4.819563152896488e-05,-7.161060142711518e-05,6.684
2013-07-07,0.17,0.96,4.508196721311476e-05,-6.481481481481482e-05,6.684
2013-07-08,0.09,0.92,4.938271604938273e-05,-6.141692150866462e-05,6.83021
2013-07-09,0.09,0.92,4.867046533713202e-05,-6.0652395514780826e-05,6.78392
2013-07-10,0.09,0.92,0.0001574074074074,-0.000190366972477,6.79861
2013-07-11,0.09,0.92,4.819563152896488e-05,-6.01427115188583e-05,6.61515
